时间,振动幅值,温度
0.252625,-0.011474,24.462
0.252646,0.057369,24.795
0.252667,0.111818,25.244
0.252688,0.169396,25.095
0.252708,0.200062,25.573
0.252729,0.205486,25.243
0.25275,0.190466,25.234
0.252771,0.104934,24.973
0.252792,-0.008345,24.922
0.252812,-0.121414,25.021
0.252833,-0.162511,25.11
0.252854,-0.12955,24.887
0.252875,-0.070303,25.062
0.252896,0.016689,24.898
0.252917,0.086784,25.042
0.252937,0.148326,24.764
0.252958,0.183999,25.155
0.252979,0.177114,25.409
0.253,0.121623,24.805
0.253021,0.014394,25.242
0.253042,-0.089287,24.901
0.253063,-0.163972,25.082
0.253083,-0.162094,25.179
0.253104,-0.089705,25.149
0.253125,-0.004381,25.142
0.253146,0.074684,24.756
0.253167,0.108271,25.121
0.253188,0.115573,24.746
0.253208,0.087618,24.625
0.253229,0.025034,24.766
0.25325,-0.035673,24.91
0.253271,-0.120162,25.228
0.253292,-0.165849,24.219
0.253312,-0.161886,25.069
0.253333,-0.108897,25.019
0.253354,-0.035047,25.395
0.253375,0.000626,24.823
0.253396,0.037551,25.333
0.253417,0.054449,25.314
0.253437,0.075727,24.913
0.253458,0.069678,25.066
0.253479,0.00897,24.743
0.2535,-0.069886,25.003
0.253521,-0.166475,24.72
0.253542,-0.199228,25.584
0.253563,-0.172942,24.362
0.253583,-0.108689,25.088
0.253604,-0.01961,25.374
0.253625,0.047773,24.483
0.253646,0.094294,25.245
0.253667,0.112861,24.683
0.253688,0.115156,24.681
0.253708,0.070929,25.185
0.253729,-0.009179,25.184
0.25375,-0.083029,25.228
0.253771,-0.1477,25.391
0.253792,-0.154584,25.464
0.253812,-0.121414,24.669
0.253833,-0.065922,25.099
0.253854,0.025242,25.158
0.253875,0.084698,25.766
0.253896,0.124126,25.062
0.253917,0.139772,24.312
0.253937,0.100135,24.552
0.253958,0.045895,24.929
0.253979,-0.036716,24.78
0.254,-0.093668,25.648
0.254021,-0.108271,24.646
0.254042,-0.095754,24.604
0.254063,-0.040263,24.776
0.254083,0.009388,24.829
0.254104,0.058412,24.239
0.254125,0.086367,25.356
0.254146,0.112444,24.792
0.254167,0.1356,25.025
0.254188,0.115782,24.827
0.254208,0.074684,25.289
0.254229,-0.00751,25.114
0.25425,-0.043601,24.839
0.254271,-0.01961,24.703
0.254292,0.00605,24.979
0.254312,0.055909,24.408
0.254333,0.084489,25.005
0.254354,0.12058,24.994
0.254375,0.154167,25.114
0.254396,0.170856,25.005
0.254417,0.184207,24.607
0.254437,0.126838,25.521
0.254458,0.059038,25.254
0.254479,0.001252,24.883
0.2545,-0.044852,24.899
0.254521,-0.032335,25.149
0.254542,-0.006676,24.163
0.254563,0.023991,24.881
0.254583,0.05278,24.891
0.254604,0.087618,25.146
0.254625,0.132888,24.949
0.254646,0.141233,24.649
0.254667,0.1235,24.452
0.254688,0.071138,24.873
0.254708,0.010848,25.144
0.254729,-0.026494,25.14
0.25475,-0.049442,25.069
0.254771,-0.027954,25.03
0.254792,-0.017524,25.142
0.254812,0.005424,24.78
0.254833,0.052571,25.372
0.254854,0.08282,24.211
0.254875,0.09951,24.54
0.254896,0.067174,24.617
0.254917,0.028163,25.464
0.254937,-0.024408,25.491
0.254958,-0.064462,25.301
0.254979,-0.056952,25.297
0.255,-0.044435,25.013
0.255021,-0.006467,24.857
0.255042,0.020862,25.339
0.255063,0.036716,25.201
0.255083,0.061333,24.902
0.255104,0.078439,25.219
0.255125,0.099092,24.75
0.255146,0.077396,24.934
0.255167,0.028163,25.249
0.255188,-0.000834,24.967
0.255208,-0.016898,24.698
0.255229,-0.009388,24.764
0.25525,0.0,25.086
0.255271,0.005841,24.644
0.255292,0.015229,24.194
0.255312,0.028372,25.355
0.255333,0.071346,24.849
0.255354,0.11745,24.771
0.255375,0.120371,24.772
0.255396,0.062793,24.478
0.255417,-0.015229,24.893
0.255437,-0.061124,24.901
0.255458,-0.075936,25.046
0.255479,-0.047564,24.515
0.2555,-0.012934,24.765
0.255521,0.003964,25.279
0.255542,0.032544,24.87
0.255563,0.074893,24.558
0.255583,0.105768,24.617
0.255604,0.10389,24.731
0.255625,0.083029,25.334
0.255646,0.024199,24.868
0.255667,-0.032753,24.923
0.255688,-0.050902,24.61
0.255708,-0.037968,24.684
0.255729,-0.007927,25.538
0.25575,0.001252,25.16
0.255771,0.023574,24.968
0.255792,0.066131,25.376
0.255812,0.102222,24.962
0.255833,0.131636,25.04
0.255854,0.140398,24.925
0.255875,0.115782,24.88
0.255896,0.068426,24.937
0.255917,0.023365,25.352
0.255937,0.010639,25.153
0.255958,0.00605,24.953
0.255979,-0.005007,25.208
0.256,-0.006258,24.967
0.256021,0.004172,25.063
0.256042,0.045478,24.919
0.256063,0.074267,24.934
0.256083,0.084698,25.423
0.256104,0.048816,24.86
0.256125,-0.02566,24.626
0.256146,-0.068634,24.772
0.256167,-0.083029,24.837
0.256188,-0.062376,25.39
0.256208,-0.03922,24.973
0.256229,-0.021696,24.789
0.25625,-0.00459,24.441
0.256271,0.016898,25.417
0.256292,0.041932,24.385
0.256312,0.04527,25.32
0.256333,0.022948,25.301
0.256354,-0.032544,24.729
0.256375,-0.085324,24.908
0.256396,-0.115782,24.931
0.256417,-0.116407,24.962
0.256437,-0.090956,24.751
0.256458,-0.075102,24.758
0.256479,-0.062585,24.927
0.2565,-0.033796,24.414
0.256521,0.005215,24.783
0.256542,0.042349,25.134
0.256563,0.057995,25.038
0.256583,0.047356,25.181
0.256604,0.032961,24.695
0.256625,0.00897,24.931
0.256646,0.006884,25.316
0.256667,0.015438,25.066
0.256688,0.005633,24.369
0.256708,0.011891,25.143
0.256729,0.0121,24.827
0.25675,0.026494,24.789
0.256771,0.044018,24.59
0.256792,0.034213,24.724
0.256812,0.005424,25.034
0.256833,-0.052988,24.981
0.256854,-0.102639,25.279
0.256875,-0.114947,24.307
0.256896,-0.089287,24.349
0.256917,-0.063628,25.19
0.256937,-0.052154,24.52
0.256958,-0.043601,24.935
0.256979,-0.016063,25.458
0.257,0.044435,24.797
0.257021,0.079274,25.578
0.257042,0.085741,25.236
0.257063,0.068634,24.92
0.257083,0.024617,24.733
0.257104,0.00146,25.068
0.257125,-0.00897,24.839
0.257146,-0.017941,24.831
0.257167,-0.018984,25.172
0.257188,-0.028372,25.093
0.257208,-0.025242,25.458
0.257229,0.005424,24.881
0.25725,0.047356,24.939
0.257271,0.074684,25.402
0.257292,0.061124,25.122
0.257312,0.028998,24.683
0.257333,0.023365,24.685
0.257354,0.039011,24.699
0.257375,0.049025,24.514
0.257396,0.055074,24.665
0.257417,0.034004,24.837
0.257438,0.00459,24.494
0.257458,0.01356,25.644
0.257479,0.047147,24.84
0.2575,0.083655,24.648
0.257521,0.077814,25.085
0.257542,0.018984,25.209
0.257563,-0.028998,24.893
0.257583,-0.049859,24.604
0.257604,-0.059455,25.445
0.257625,-0.074058,25.449
0.257646,-0.089913,24.975
0.257667,-0.090539,24.655
0.257688,-0.08595,25.08
0.257708,-0.043392,24.424
0.257729,0.021905,25.401
0.25775,0.061542,25.31
0.257771,0.042558,25.129
0.257792,-0.002086,24.671
0.257812,-0.019193,25.337
0.257833,-0.029623,24.962
0.257854,-0.024825,24.881
0.257875,-0.034213,25.172
0.257896,-0.058204,24.778
0.257917,-0.061333,25.008
0.257938,-0.034004,24.948
0.257958,0.024825,24.817
0.257979,0.050485,24.295
0.258,0.028372,24.73
0.258021,-0.02253,25.3
0.258042,-0.087201,24.815
0.258062,-0.10994,25.964
0.258083,-0.101596,25.51
0.258104,-0.080734,24.945
0.258125,-0.062585,25.116
0.258146,-0.065088,25.863
0.258167,-0.045895,24.9
0.258188,-0.002295,24.888
0.258208,0.04673,24.966
0.258229,0.061333,25.054
0.25825,0.024199,24.827
0.258271,-0.028372,24.84
0.258292,-0.083238,25.431
0.258312,-0.090539,25.012
0.258333,-0.07385,24.814
0.258354,-0.079482,25.121
0.258375,-0.068634,25.106
0.258396,-0.05278,24.818
0.258417,-0.002712,24.831
0.258438,0.061124,25.028
0.258458,0.082194,25.047
0.258479,0.084906,25.464
0.2585,0.050485,24.71
0.258521,0.03171,24.826
0.258542,0.043392,25.107
0.258562,0.043183,25.136
0.258583,0.043601,24.427
0.258604,0.011682,25.075
0.258625,0.002295,24.74
0.258646,0.042558,25.242
0.258667,0.089079,24.756
0.258688,0.147074,24.926
0.258708,0.152289,25.047
0.258729,0.107437,25.088
0.25875,0.057578,24.941
0.258771,0.017106,24.893
0.258792,0.028163,24.715
0.258812,0.046938,24.812
0.258833,0.050485,24.587
0.258854,0.05278,25.462
0.258875,0.063836,25.029
0.258896,0.100761,24.531
0.258917,0.134557,25.185
0.258938,0.142067,24.528
0.258958,0.102847,24.733
0.258979,0.045061,24.989
0.259,-0.007719,24.696
0.259021,-0.032335,24.919
0.259042,-0.014603,25.142
0.259062,-0.01356,24.444
0.259083,-0.027746,25.46
0.259104,-0.041306,25.204
0.259125,-0.042558,24.804
0.259146,-0.005841,25.602
0.259167,0.035256,24.671
0.259188,0.04673,25.316
0.259208,0.030458,24.903
0.259229,0.003546,25.577
0.25925,0.000209,25.099
0.259271,0.004381,24.941
0.259292,0.002503,24.952
0.259312,-0.009179,24.969
0.259333,-0.042558,24.959
0.259354,-0.050485,24.9
0.259375,-0.02253,24.873
0.259396,0.031918,24.812
0.259417,0.077605,24.997
0.259438,0.086367,25.075
0.259458,0.069678,25.188
0.259479,0.036925,25.061
0.2595,0.02712,24.986
0.259521,0.011057,24.869
0.259542,-0.029415,25.057
0.259562,-0.071972,25.046
0.259583,-0.10097,24.884
0.259604,-0.077188,25.306
0.259625,-0.03171,25.205
0.259646,0.023365,24.792
0.259667,0.053197,24.769
0.259688,0.041097,24.827
0.259708,0.040471,25.004
0.259729,0.047147,24.748
0.25975,0.072598,24.935
0.259771,0.063836,25.134
0.259792,0.008345,24.92
0.259812,-0.035673,25.052
0.259833,-0.068634,24.843
0.259854,-0.060707,24.73
0.259875,-0.028163,25.095
0.259896,-0.004798,24.473
0.259917,0.002921,25.732
0.259938,0.005424,24.697
0.259958,0.039011,24.769
0.259979,0.076562,24.908
0.26,0.104308,24.797
0.260021,0.099092,24.803
0.260042,0.058621,25.092
0.260062,0.02858,24.953
0.260083,0.023156,24.858
0.260104,0.062376,24.546
0.260125,0.105977,24.709
0.260146,0.122457,25.034
0.260167,0.107228,25.04
0.260188,0.060707,24.574
0.260208,0.02107,24.937
0.260229,-0.012726,24.254
0.26025,-0.047564,25.115
0.260271,-0.101387,24.866
0.260292,-0.157922,25.308
0.260312,-0.155627,25.127
0.260333,-0.095337,25.344
0.260354,-0.008762,24.879
0.260375,0.072598,24.978
0.260396,0.105977,24.745
0.260417,0.111401,25.263
0.260438,0.108897,25.034
0.260458,0.080526,24.947
0.260479,0.04527,25.362
0.2605,-0.020444,24.444
0.260521,-0.106185,25.306
0.260542,-0.162303,24.754
0.260562,-0.158339,25.019
0.260583,-0.096798,24.441
0.260604,-0.023782,25.047
0.260625,0.041932,24.772
0.260646,0.086784,24.649
0.260667,0.127047,25.421
0.260688,0.161886,24.587
0.260708,0.165849,24.873
0.260729,0.137478,25.133
0.26075,0.074684,25.144
0.260771,0.011265,24.597
0.260792,-0.013143,24.886
0.260812,0.010848,25.516
0.260833,0.059873,24.862
0.260854,0.100761,25.553
0.260875,0.121414,25.092
0.260896,0.125169,25.155
0.260917,0.131845,24.321
0.260938,0.126004,24.87
0.260958,0.082194,25.387
0.260979,0.014186,24.871
0.261,-0.062793,24.76
0.261021,-0.112861,24.869
0.261042,-0.114738,25.156
0.261062,-0.061124,24.712
0.261083,0.029415,24.846
0.261104,0.091791,24.717
0.261125,0.11599,24.664
0.261146,0.128716,25.484
0.261167,0.129133,24.618
0.261188,0.087201,25.212
0.261208,0.004381,25.037
0.261229,-0.081151,25.359
0.26125,-0.154375,25.191
0.261271,-0.184416,24.978
0.261292,-0.144988,25.293
0.261312,-0.056952,24.875
0.261333,0.022948,25.0
0.261354,0.067174,24.771
0.261375,0.093877,24.84
0.261396,0.11745,25.132
0.261417,0.123292,24.603
0.261438,0.077396,25.433
0.261458,0.000209,25.122
0.261479,-0.074058,25.469
0.2615,-0.112652,25.005
0.261521,-0.101596,24.864
0.261542,-0.067174,25.323
0.261562,-0.019818,25.361
0.261583,0.027954,24.739
0.261604,0.071764,25.061
0.261625,0.094711,25.074
0.261646,0.094294,24.947
0.261667,0.070512,24.655
0.261688,0.016689,24.629
0.261708,-0.049442,25.724
0.261729,-0.108689,25.353
0.26175,-0.112235,25.479
0.261771,-0.071764,24.503
0.261792,-0.02253,24.301
0.261812,0.043183,25.402
0.261833,0.102222,24.693
0.261854,0.14165,25.295
0.261875,0.159591,25.192
0.261896,0.142902,25.2
0.261917,0.093251,24.969
0.261938,0.019193,25.309
0.261958,-0.058412,25.08
0.261979,-0.10389,24.839
0.262,-0.096798,24.871
0.262021,-0.049233,24.637
0.262042,0.005215,24.941
0.262062,0.050485,25.153
0.262083,0.092834,25.33
0.262104,0.138938,24.9
0.262125,0.157922,24.862
0.262146,0.126421,24.752
0.262167,0.052571,24.921
0.262188,-0.045478,24.784
0.262208,-0.112652,24.999
0.262229,-0.11453,24.916
0.26225,-0.066131,25.549
0.262271,-0.017315,24.919
0.262292,-0.001669,25.478
0.262312,-0.003129,24.819
0.262333,-0.003546,24.944
0.262354,0.009179,24.925
0.262375,0.003129,24.949
0.262396,-0.03609,24.636
0.262417,-0.081777,24.866
0.262438,-0.117033,25.114
0.262458,-0.107646,25.093
0.262479,-0.066757,25.11
0.2625,-0.019401,24.847
0.262521,0.021905,24.662
0.262542,0.047982,25.136
0.262562,0.079691,24.304
0.262583,0.111818,25.383
0.262604,0.135183,25.002
0.262625,0.111192,25.269
0.262646,0.036508,24.948
0.262667,-0.032961,24.75
0.262688,-0.077396,25.36
0.262708,-0.080317,25.181
0.262729,-0.054866,25.002
0.26275,-0.008345,24.843
0.262771,0.04214,25.422
0.262792,0.078857,25.465
0.262812,0.129342,24.819
0.262833,0.166266,24.796
0.262854,0.170856,24.872
0.262875,0.12204,24.611
0.262896,0.034004,24.936
0.262917,-0.036299,25.059
0.262938,-0.077605,24.456
0.262958,-0.061333,24.786
0.262979,-0.023365,25.281
0.263,-0.002295,25.028
0.263021,0.010014,24.334
0.263042,0.020653,25.064
0.263062,0.043809,25.276
0.263083,0.060498,25.313
0.263104,0.057161,25.274
0.263125,0.005424,24.829
0.263146,-0.075936,24.827
0.263167,-0.129133,24.883
0.263188,-0.130385,25.265
0.263208,-0.090748,24.691
0.263229,-0.054449,24.799
0.26325,-0.013769,25.134
0.263271,0.032127,24.885
0.263292,0.066548,24.54
0.263312,0.097423,25.1
0.263333,0.094711,25.32
0.263354,0.052988,24.778
0.263375,-0.021487,24.946
0.263396,-0.093668,24.906
0.263417,-0.093668,25.01
0.263438,-0.058204,25.262
0.263458,-0.021279,25.1
0.263479,0.009805,24.835
0.2635,0.033796,24.809
0.263521,0.072181,25.146
0.263542,0.114321,24.584
0.263562,0.142276,24.695
0.263583,0.12204,25.096
0.263604,0.0557,25.129
0.263625,-0.015438,24.764
0.263646,-0.053197,24.943
0.263667,-0.048607,25.426
0.263688,-0.02253,24.582
0.263708,0.00897,25.002
0.263729,0.035465,24.677
0.26375,0.060707,25.365
0.263771,0.084698,24.646
0.263792,0.089913,24.89
0.263812,0.075102,24.963
0.263833,0.014394,24.798
0.263854,-0.071346,24.901
0.263875,-0.125169,24.988
0.263896,-0.130385,25.178
0.263917,-0.094086,24.491
0.263938,-0.061124,24.925
0.263958,-0.029415,24.88
0.263979,-0.000209,24.881
0.264,0.02858,25.477
0.264021,0.069052,24.824
0.264042,0.084281,25.282
0.264062,0.056743,25.149
0.264083,-0.008136,24.859
0.264104,-0.069469,25.147
0.264125,-0.09492,25.025
0.264146,-0.092625,25.118
0.264167,-0.083863,24.824
0.264188,-0.091582,25.32
0.264208,-0.089079,24.855
0.264229,-0.057369,24.932
0.26425,-0.005007,25.365
0.264271,0.04819,24.952
0.264292,0.059038,24.971
0.264312,0.02712,25.161
0.264333,-0.020653,25.501
0.264354,-0.043809,24.835
0.264375,-0.023365,25.043
0.264396,0.000834,25.116
0.264417,0.011891,24.903
0.264438,0.002503,24.835
0.264458,-0.00897,25.311
0.264479,0.007302,24.885
0.2645,0.034213,25.426
0.264521,0.059873,24.606
0.264542,0.040263,25.088
0.264562,-0.022113,25.184
0.264583,-0.075519,25.136
0.264604,-0.095546,24.737
0.264625,-0.058204,24.6
0.264646,-0.022322,24.756
0.264667,-0.00605,25.316
0.264688,0.007719,25.383
0.264708,0.024408,24.824
0.264729,0.068634,25.605
0.26475,0.095963,24.938
0.264771,0.093251,25.243
0.264792,0.050276,24.998
0.264812,-0.017524,24.935
0.264833,-0.059873,25.284
0.264854,-0.075936,25.382
0.264875,-0.069678,25.343
0.264896,-0.073015,25.003
0.264917,-0.076979,25.097
0.264938,-0.062585,25.109
0.264958,-0.033796,25.623
0.264979,-0.001252,24.755
0.265,0.007927,24.978
0.265021,-0.010431,24.729
0.265042,-0.044435,24.984
0.265062,-0.056743,24.865
0.265083,-0.030458,25.213
0.265104,0.008136,24.695
0.265125,0.021696,25.562
0.265146,0.011265,25.194
0.265167,0.002712,24.559
0.265188,0.013769,24.772
0.265208,0.044644,24.819
0.265229,0.074267,24.526
0.26525,0.07239,25.411
0.265271,0.019401,24.787
0.265292,-0.043183,24.839
0.265312,-0.085115,24.666
0.265333,-0.092834,25.016
0.265354,-0.068217,24.935
0.265375,-0.038385,25.027
0.265396,-0.008345,25.171
0.265417,0.027746,24.842
0.265438,0.076979,24.915
0.265458,0.122666,24.717
0.265479,0.133097,24.271
0.2655,0.093042,24.965
0.265521,0.044018,24.56
0.265542,0.009596,25.298
0.265562,-0.003129,25.059
0.265583,0.005215,25.111
0.265604,0.005007,24.904
0.265625,0.019193,24.59
0.265646,0.040263,25.307
0.265667,0.062167,25.097
0.265688,0.085741,24.665
0.265708,0.095337,25.328
0.265729,0.081777,24.785
0.26575,0.03609,25.271
0.265771,0.005215,25.193
0.265792,-0.002086,24.965
0.265812,0.01961,25.317
0.265833,0.048816,25.188
0.265854,0.06634,24.452
0.265875,0.083029,25.266
0.265896,0.080317,25.676
0.265917,0.100553,25.297
0.265938,0.110149,25.028
0.265958,0.079691,25.017
0.265979,0.032544,24.807
0.266,-0.031918,24.844
0.266021,-0.050068,24.967
0.266042,-0.028372,24.821
0.266062,-0.002712,25.009
0.266083,0.022739,25.612
0.266104,0.023574,24.72
0.266125,0.02858,25.36
0.266146,0.058412,24.955
0.266167,0.092417,24.979
0.266188,0.094294,24.964
0.266208,0.054031,25.505
0.266229,0.006884,24.885
0.26625,-0.029415,25.313
0.266271,-0.036716,25.372
0.266292,-0.009805,24.67
0.266312,0.020444,25.101
0.266333,0.034422,25.108
0.266354,0.053197,25.093
0.266375,0.078648,24.767
0.266396,0.110358,25.074
0.266417,0.126004,24.984
0.266438,0.098884,24.644
0.266458,0.045478,24.768
0.266479,-0.001669,24.808
0.2665,-0.018567,25.168
0.266521,-0.023574,25.529
0.266542,-0.000209,24.98
0.266562,0.018775,24.607
0.266583,0.023782,24.811
0.266604,0.047564,24.989
0.266625,0.059038,24.815
0.266646,0.072598,25.114
0.266667,0.061124,24.936
0.266688,0.024199,24.649
0.266708,-0.005007,25.391
0.266729,-0.024617,25.213
0.26675,-0.00605,24.999
0.266771,0.017524,25.044
0.266792,0.019401,25.012
0.266812,0.003546,25.067
0.266833,-0.003129,24.66
0.266854,0.009596,25.41
0.266875,0.030458,25.314
0.266896,0.054449,24.539
0.266917,0.03463,24.49
0.266938,-0.009179,25.346
0.266958,-0.036508,24.915
0.266979,-0.030458,24.962
0.267,0.013977,25.005
0.267021,0.05883,25.185
0.267042,0.075519,25.877
0.267062,0.069678,25.017
0.267083,0.061959,24.877
0.267104,0.061542,24.878
0.267125,0.070512,24.974
0.267146,0.061124,24.795
0.267167,0.025868,25.042
0.267188,-0.000834,24.979
0.267208,-0.001252,24.835
0.267229,0.017941,24.777
0.26725,0.036508,25.023
0.267271,0.026286,24.824
0.267292,-0.017732,24.405
0.267312,-0.055909,24.839
0.267333,-0.061124,24.969
0.267354,-0.038385,24.632
0.267375,-0.009179,25.268
0.267396,-0.004381,25.242
0.267417,-0.013143,25.237
0.267438,-0.017315,25.051
0.267458,-0.000626,25.243
0.267479,0.027329,24.906
0.2675,0.030249,24.678
0.267521,0.001252,25.261
0.267542,-0.037134,25.313
0.267562,-0.065297,24.608
0.267583,-0.078439,24.901
0.267604,-0.069052,25.029
0.267625,-0.059873,25.487
0.267646,-0.066757,25.303
0.267667,-0.082194,25.229
0.267688,-0.062793,24.794
0.267708,0.000626,24.989
0.267729,0.060707,24.945
0.26775,0.080317,24.82
0.267771,0.056535,24.805
0.267792,0.026286,25.558
0.267812,0.003755,24.91
0.267833,0.008345,25.236
0.267854,0.021487,25.1
0.267875,0.013769,25.012
0.267896,-0.003755,24.718
0.267917,-0.00605,25.361
0.267938,0.025034,24.952
0.267958,0.068634,25.199
0.267979,0.095546,25.346
0.268,0.077396,24.859
0.268021,0.026077,25.285
0.268042,-0.017106,25.104
0.268062,-0.019193,25.19
0.268083,0.0121,25.252
0.268104,0.04068,26.014
0.268125,0.050485,24.833
0.268146,0.053197,24.316
0.268167,0.072181,25.381
0.268188,0.102013,24.95
0.268208,0.113695,25.172
0.268229,0.090539,24.632
0.26825,0.045478,25.81
0.268271,-0.006676,25.373
0.268292,-0.026494,25.607
0.268312,-0.003338,24.628
0.268333,0.035047,24.624
0.268354,0.068217,25.519
0.268375,0.082194,24.362
0.268396,0.102222,25.118
0.268417,0.125169,25.213
0.268438,0.138312,24.747
0.268458,0.12955,24.974
0.268479,0.080108,25.489
0.2685,0.009596,24.815
0.268521,-0.042766,25.277
0.268542,-0.046104,25.616
0.268562,-0.022113,25.247
0.268583,0.003964,25.148
0.268604,0.01356,25.259
0.268625,0.024825,24.918
0.268646,0.039428,25.244
0.268667,0.047773,24.888
0.268688,0.045478,25.146
0.268708,-0.009596,25.497
0.268729,-0.080943,25.114
0.26875,-0.133305,24.613
0.268771,-0.152289,25.589
0.268792,-0.130385,24.983
0.268812,-0.089913,24.953
0.268833,-0.025868,24.793
0.268854,0.030458,24.579
0.268875,0.064879,25.112
0.268896,0.093877,24.809
0.268917,0.095546,24.811
0.268938,0.057161,24.212
0.268958,-0.013143,24.985
0.268979,-0.081151,24.705
0.269,-0.11453,25.301
0.269021,-0.112026,24.887
0.269042,-0.08136,25.392
0.269062,-0.046104,24.632
0.269083,-0.032753,24.765
0.269104,-0.013143,24.974
0.269125,0.034839,24.959
0.269146,0.078022,24.379
0.269167,0.093877,25.394
0.269188,0.061333,24.837
0.269208,0.002295,24.439
0.269229,-0.055909,24.873
0.26925,-0.07239,25.373
0.269271,-0.05278,24.394
0.269292,-0.02858,25.347
0.269312,0.000834,25.1
0.269333,0.011474,24.954
0.269354,0.020236,24.901
0.269375,0.02253,25.163
0.269396,0.01356,25.166
0.269417,-0.022739,25.241
0.269438,-0.102639,24.703
0.269458,-0.17774,24.927
0.269479,-0.190466,25.132
0.2695,-0.152289,25.339
0.269521,-0.098884,25.466
0.269542,-0.034839,25.006
0.269562,0.021696,25.933
0.269583,0.077814,24.817
0.269604,0.112861,25.193
0.269625,0.114947,25.106
0.269646,0.078648,24.832
0.269667,-0.000417,25.408
0.269688,-0.079482,25.257
0.269708,-0.137478,25.656
0.269729,-0.139772,24.375
0.26975,-0.105977,24.958
0.269771,-0.055492,24.934
0.269792,0.007927,25.104
0.269812,0.040889,25.532
0.269833,0.069469,25.063
0.269854,0.093877,24.972
0.269875,0.101178,24.792
0.269896,0.056952,24.567
0.269917,-0.02253,24.57
0.269938,-0.070512,25.404
0.269958,-0.095129,25.352
0.269979,-0.069886,25.03
0.27,-0.025034,24.249
0.270021,0.00146,25.168
0.270042,0.022322,24.478
0.270062,0.039011,25.203
0.270083,0.070095,25.349
0.270104,0.085741,25.033
0.270125,0.061542,25.308
0.270146,-0.005424,24.705
0.270167,-0.091999,24.536
0.270188,-0.151246,24.753
0.270208,-0.165015,24.807
0.270229,-0.125795,24.979
0.27025,-0.071555,25.587
0.270271,-0.014603,24.91
0.270292,0.052988,24.346
0.270312,0.104516,24.875
0.270333,0.133722,24.937
0.270354,0.118285,25.01
0.270375,0.06321,25.221
0.270396,-0.009596,24.942
0.270417,-0.082403,25.007
0.270438,-0.102013,24.814
0.270458,-0.080943,24.629
0.270479,-0.049442,25.01
0.2705,-0.017106,24.946
0.270521,0.007302,24.74
0.270542,0.029623,24.628
0.270562,0.035047,25.815
0.270583,0.030875,25.257
0.270604,-0.003964,25.009
0.270625,-0.060707,24.876
0.270646,-0.090956,25.51
0.270667,-0.099301,24.666
0.270688,-0.065922,25.027
0.270708,-0.016898,24.955
0.270729,0.030458,24.94
0.27075,0.068009,24.737
0.270771,0.074058,25.045
0.270792,0.086367,24.968
0.270812,0.092417,24.19
0.270833,0.069678,24.805
0.270854,0.011891,24.585
0.270875,-0.054657,25.406
0.270896,-0.086575,25.062
0.270917,-0.084906,25.305
0.270938,-0.036925,24.892
0.270958,0.031084,25.309
0.270979,0.083029,25.231
0.271,0.130802,24.56
0.271021,0.162094,25.148
0.271042,0.179409,25.148
0.271062,0.180244,24.779
0.271083,0.141858,25.178
0.271104,0.087827,24.718
0.271125,0.04527,25.111
0.271146,0.02107,25.059
0.271167,0.026703,25.617
0.271188,0.049859,25.547
0.271208,0.070512,24.801
0.271229,0.088662,25.295
0.27125,0.11599,25.551
0.271271,0.15375,24.489
0.271292,0.17482,24.992
0.271312,0.148534,24.782
0.271333,0.078439,24.84
0.271354,0.015646,24.925
0.271375,-0.013143,25.276
0.271396,-0.003546,25.331
0.271417,0.02566,25.42
0.271438,0.057369,24.858
0.271458,0.094503,25.233
0.271479,0.125586,24.913
0.2715,0.151038,25.105
0.271521,0.159382,24.186
0.271542,0.133305,25.1
0.271562,0.05883,24.874
0.271583,-0.01961,25.393
0.271604,-0.057786,25.356
0.271625,-0.060707,25.264
0.271646,-0.039637,25.103
0.271667,-0.018567,25.119
0.271688,-0.001669,24.841
0.271708,0.000417,25.381
0.271729,0.012517,25.376
0.27175,0.039846,24.928
0.271771,0.056743,25.214
0.271792,0.066757,24.791
0.271812,0.040889,25.322
0.271833,0.001043,25.303
0.271854,-0.008553,24.918
0.271875,-0.003964,25.73
0.271896,0.00751,24.945
0.271917,0.007927,24.647
0.271938,-0.003755,25.459
0.271958,0.010014,25.086
0.271979,0.034839,25.33
0.272,0.04527,25.319
0.272021,0.032335,25.291
0.272042,-0.02253,24.537
0.272062,-0.094711,24.888
0.272083,-0.147491,24.714
0.272104,-0.147282,25.496
0.272125,-0.117242,24.805
0.272146,-0.115156,25.568
0.272167,-0.104308,25.228
0.272188,-0.078022,24.553
0.272208,-0.041514,25.071
0.272229,-0.000209,24.879
0.27225,0.021696,24.9
0.272271,0.024617,25.123
0.272292,-0.015229,24.859
0.272312,-0.047147,24.539
0.272333,-0.047564,25.212
0.272354,-0.044644,24.93
0.272375,-0.04819,24.663
0.272396,-0.055283,25.461
0.272417,-0.041723,24.945
0.272438,-0.024408,24.858
0.272458,0.008553,25.102
0.272479,0.048607,24.798
0.2725,0.051945,25.214
0.272521,0.023365,24.925
0.272542,-0.014394,24.683
0.272562,-0.001669,24.588
0.272583,0.036925,24.892
0.272604,0.0557,24.871
0.272625,0.074267,25.239
0.272646,0.076145,25.052
0.272667,0.088244,25.236
0.272688,0.120162,24.917
0.272708,0.146657,25.404
0.272729,0.154584,25.051
0.27275,0.111609,25.133
0.272771,0.056535,24.748
0.272792,0.013769,25.135
0.272812,-0.010848,24.532
0.272833,-0.001252,24.895
